CustomerID,SignupDate,LastLoginDate,UserLimit,ActiveUsers,SubscriptionType,Industry,AccountAgeDays,LastLoginDaysAgo,TotalLogins,TotalRecords,OpportunitiesCreated,InvoicesIssued,OppsLastMonth,InvoicesLastMonth,SupportTickets,AvgTicketResolutionHrs,ModulesUsed,SatisfactionScore,Churned
822,2022-02-04 05:00:00,2024-03-09 10:00:00,55,84,Basic,Tech,1078,91,170,2161,242,14,0,19,2,6.723363535496654,3,8.966920627498197,1
823,2022-02-04 06:00:00,2024-03-09 12:00:00,67,6,Pro,Healthcare,558,99,177,9982,46,187,47,9,1,23.639055648716475,7,9.180157591178654,1
824,2022-02-04 07:00:00,2024-03-09 14:00:00,56,63,Basic,Healthcare,455,108,154,6383,234,47,41,18,5,19.63119843117324,4,5.429092468071408,1
825,2022-02-04 08:00:00,2024-03-09 16:00:00,42,67,Basic,Tech,58,111,176,9686,72,181,14,10,2,13.655196439342877,1,4.197939064596474,1
826,2022-02-04 09:00:00,2024-03-09 18:00:00,92,11,Basic,Retail,985,100,85,6940,95,182,4,11,0,15.849129140728984,5,9.101674641323003,1
827,2022-02-04 10:00:00,2024-03-09 20:00:00,83,43,Enterprise,Education,352,86,229,3659,285,71,26,9,3,12.910116458489128,6,3.3528742143835597,1
828,2022-02-04 11:00:00,2024-03-09 22:00:00,34,17,Basic,Finance,342,105,39,5561,132,116,16,6,2,12.840433919589078,6,8.171626976894991,1
829,2022-02-04 12:00:00,2024-03-10 00:00:00,55,96,Basic,Tech,613,16,192,7699,281,26,40,7,2,19.572131877801965,2,9.177894114766923,0
830,2022-02-04 13:00:00,2024-03-10 02:00:00,85,4,Basic,Tech,791,74,228,3983,32,157,31,10,0,16.098568554075428,5,7.6574691969825235,0
831,2022-02-04 14:00:00,2024-03-10 04:00:00,9,63,Basic,Finance,324,31,135,3351,37,59,37,17,0,9.87267041153189,4,7.118741470773452,0
832,2022-02-04 15:00:00,2024-03-10 06:00:00,33,68,Pro,Finance,685,100,13,5153,126,65,25,15,1,20.71215293491878,5,1.456094438110782,1
833,2022-02-04 16:00:00,2024-03-10 08:00:00,8,81,Basic,Healthcare,815,78,73,3114,138,173,1,0,3,17.13909990391813,7,2.831256907308101,1
834,2022-02-04 17:00:00,2024-03-10 10:00:00,14,41,Basic,Finance,252,67,32,1228,100,51,27,5,2,19.449195248336288,3,6.999126623200881,1
835,2022-02-04 18:00:00,2024-03-10 12:00:00,60,83,Pro,Education,104,38,238,6965,242,80,44,16,4,15.95788740505595,8,8.066760294734333,0
836,2022-02-04 19:00:00,2024-03-10 14:00:00,21,5,Basic,Education,131,93,35,6572,245,34,22,12,2,15.394680329180717,9,1.5705187604830835,1
837,2022-02-04 20:00:00,2024-03-10 16:00:00,78,32,Pro,Education,914,9,236,7516,27,120,49,9,4,14.333729363042124,1,1.1715350834563356,1
838,2022-02-04 21:00:00,2024-03-10 18:00:00,21,86,Pro,Education,202,86,58,1796,209,41,19,9,1,17.6246111850443,1,3.803613165003506,1
839,2022-02-04 22:00:00,2024-03-10 20:00:00,88,70,Basic,Education,1057,23,179,8424,99,183,35,0,5,9.080766338264748,9,6.804595675837654,1
840,2022-02-04 23:00:00,2024-03-10 22:00:00,92,35,Pro,Healthcare,424,99,283,7507,137,44,41,6,3,17.69830151177587,1,5.608383787185877,1
841,2022-02-05 00:00:00,2024-03-11 00:00:00,73,22,Basic,Tech,862,115,90,7345,187,51,21,19,2,7.085262243670082,2,1.0752338413572575,1
842,2022-02-05 01:00:00,2024-03-11 02:00:00,38,65,Pro,Finance,1033,57,69,4765,36,150,10,8,1,11.923074357168062,3,2.3645095161998215,0
843,2022-02-05 02:00:00,2024-03-11 04:00:00,10,84,Pro,Tech,196,68,93,4320,118,156,27,10,2,22.22906167073205,7,7.769807693207895,1
844,2022-02-05 03:00:00,2024-03-11 06:00:00,57,22,Basic,Finance,329,100,58,7674,158,28,44,19,1,9.53368205653339,3,3.6789553456383413,1
845,2022-02-05 04:00:00,2024-03-11 08:00:00,70,11,Pro,Healthcare,147,106,122,6270,275,56,21,1,4,12.154796501035262,9,2.0546983736400053,1
846,2022-02-05 05:00:00,2024-03-11 10:00:00,81,77,Enterprise,Healthcare,541,63,233,411,169,18,16,0,5,12.421062962516789,2,1.4577708329319408,1
847,2022-02-05 06:00:00,2024-03-11 12:00:00,47,3,Enterprise,Retail,641,18,271,5534,55,7,30,11,3,10.989520024965259,3,8.653979988819227,0
848,2022-02-05 07:00:00,2024-03-11 14:00:00,79,9,Pro,Retail,188,100,26,501,84,177,10,6,0,13.79582832459247,9,5.244993967212414,1
849,2022-02-05 08:00:00,2024-03-11 16:00:00,27,60,Pro,Healthcare,1091,116,251,5654,6,134,35,18,2,15.733756021366498,6,5.533107817771911,1
850,2022-02-05 09:00:00,2024-03-11 18:00:00,59,76,Basic,Healthcare,492,7,24,1696,256,138,13,4,4,22.039837707315797,9,1.5520712870135664,1
851,2022-02-05 10:00:00,2024-03-11 20:00:00,84,87,Basic,Finance,133,70,188,221,198,194,34,11,3,20.15322260502483,5,5.397219326590868,1
852,2022-02-05 11:00:00,2024-03-11 22:00:00,99,14,Pro,Healthcare,1011,39,54,850,152,65,22,13,3,17.936611070717476,4,6.811958391160126,0
853,2022-02-05 12:00:00,2024-03-12 00:00:00,79,97,Basic,Tech,279,12,94,205,170,82,28,6,0,14.330722252756752,2,2.1051878190649633,1
854,2022-02-05 13:00:00,2024-03-12 02:00:00,20,18,Enterprise,Finance,1066,100,108,7034,248,155,22,7,4,11.470575982162009,1,9.12264140908138,1
855,2022-02-05 14:00:00,2024-03-12 04:00:00,12,73,Basic,Healthcare,596,26,198,9351,249,183,43,13,3,17.84765162090466,5,8.050131758219205,0
856,2022-02-05 15:00:00,2024-03-12 06:00:00,8,23,Basic,Finance,626,81,78,3338,150,27,35,11,2,17.05955063463047,1,8.21696574931144,1
857,2022-02-05 16:00:00,2024-03-12 08:00:00,8,74,Basic,Finance,650,87,273,1344,210,88,15,8,1,17.470358164839567,6,5.8287976940226045,1
858,2022-02-05 17:00:00,2024-03-12 10:00:00,60,83,Enterprise,Education,584,104,19,8367,228,74,38,9,1,13.06789249955742,6,4.005296928806464,1
859,2022-02-05 18:00:00,2024-03-12 12:00:00,29,47,Pro,Retail,100,1,287,6965,244,39,19,9,1,15.71997734472127,7,6.76407000034684,0
860,2022-02-05 19:00:00,2024-03-12 14:00:00,71,69,Pro,Finance,985,15,202,9301,141,129,24,0,3,16.12372940829037,9,3.0283313323339107,0
861,2022-02-05 20:00:00,2024-03-12 16:00:00,71,47,Basic,Finance,1002,13,199,3382,120,75,18,5,1,12.039032571379096,6,2.231962453277039,1
862,2022-02-05 21:00:00,2024-03-12 18:00:00,31,87,Enterprise,Education,467,16,40,2375,293,188,25,13,1,20.578521372830227,3,5.844975564549369,0
863,2022-02-05 22:00:00,2024-03-12 20:00:00,97,30,Basic,Healthcare,1067,59,209,3908,180,75,31,8,2,7.047225821631306,8,5.307635693401095,0
864,2022-02-05 23:00:00,2024-03-12 22:00:00,36,25,Enterprise,Finance,343,69,143,8744,125,113,49,11,1,11.67828405160978,5,2.3525415604153697,1
865,2022-02-06 00:00:00,2024-03-13 00:00:00,54,28,Pro,Education,514,98,268,865,242,152,20,18,2,10.605506004882837,8,5.773634855156564,1
866,2022-02-06 01:00:00,2024-03-13 02:00:00,65,98,Basic,Tech,198,16,61,4682,212,94,8,19,0,13.086308229007736,8,5.9182144382577215,0
867,2022-02-06 02:00:00,2024-03-13 04:00:00,55,25,Pro,Education,917,44,114,2815,17,53,42,11,1,12.195683510752302,3,8.843632979078278,0
868,2022-02-06 03:00:00,2024-03-13 06:00:00,23,74,Pro,Retail,832,37,178,1597,16,144,18,12,2,12.107797248500066,7,7.832890506771954,0
869,2022-02-06 04:00:00,2024-03-13 08:00:00,25,78,Basic,Retail,275,103,210,2938,257,175,48,2,0,19.04328579243264,4,2.95809098012294,1
870,2022-02-06 05:00:00,2024-03-13 10:00:00,9,58,Enterprise,Healthcare,295,63,229,6136,286,139,20,10,0,16.152020842975947,9,8.361388196896677,1
871,2022-02-06 06:00:00,2024-03-13 12:00:00,86,94,Pro,Healthcare,878,5,68,5166,280,188,17,1,5,10.837725472585987,7,9.721127458135397,0
872,2022-02-06 07:00:00,2024-03-13 14:00:00,96,41,Basic,Retail,272,59,256,589,46,1,5,17,2,17.618463483774377,2,7.449575613703424,0
873,2022-02-06 08:00:00,2024-03-13 16:00:00,46,25,Basic,Retail,559,111,271,6474,258,79,34,17,3,17.18617618235702,1,8.083028419957822,1
874,2022-02-06 09:00:00,2024-03-13 18:00:00,65,78,Pro,Finance,876,101,97,2035,143,64,13,8,1,5.53592770438669,6,3.39786831719527,1
875,2022-02-06 10:00:00,2024-03-13 20:00:00,26,99,Pro,Retail,1033,48,187,2849,285,51,8,0,1,12.639797491567561,6,9.927122942749195,0
876,2022-02-06 11:00:00,2024-03-13 22:00:00,25,48,Pro,Healthcare,371,20,218,9395,13,33,34,15,2,18.05649483737586,5,2.587550882214567,1
877,2022-02-06 12:00:00,2024-03-14 00:00:00,74,98,Pro,Retail,789,98,146,7912,45,44,1,0,0,16.87720245131808,2,7.757740665400377,1
878,2022-02-06 13:00:00,2024-03-14 02:00:00,5,10,Pro,Healthcare,827,22,87,9891,47,128,5,19,1,17.989485371819626,9,4.556973675767731,1
879,2022-02-06 14:00:00,2024-03-14 04:00:00,9,99,Enterprise,Tech,561,75,103,7564,16,99,34,4,0,10.886156060164208,6,4.21182160363913,1
880,2022-02-06 15:00:00,2024-03-14 06:00:00,16,75,Pro,Retail,893,56,285,7877,107,51,24,16,3,16.95287597268382,4,3.566433066630877,1
881,2022-02-06 16:00:00,2024-03-14 08:00:00,94,11,Enterprise,Healthcare,71,63,106,8517,3,66,8,7,0,6.1553509950051115,7,4.969547171965183,1
882,2022-02-06 17:00:00,2024-03-14 10:00:00,50,85,Basic,Education,628,28,75,6386,104,97,49,5,2,13.98625112238639,9,8.117871427758416,0
883,2022-02-06 18:00:00,2024-03-14 12:00:00,38,21,Basic,Finance,335,26,270,4249,95,75,30,0,5,23.659467659904262,8,9.468753220566215,0
884,2022-02-06 19:00:00,2024-03-14 14:00:00,53,86,Basic,Healthcare,838,5,134,5948,133,55,6,12,1,19.3967368109852,1,4.746144191162246,0
885,2022-02-06 20:00:00,2024-03-14 16:00:00,82,45,Pro,Retail,891,20,64,7756,271,185,27,17,2,15.933538860858514,3,6.8650447688689535,0
886,2022-02-06 21:00:00,2024-03-14 18:00:00,94,7,Enterprise,Retail,708,70,123,2445,201,108,1,3,1,12.185970603325526,2,8.094017287294822,1
887,2022-02-06 22:00:00,2024-03-14 20:00:00,49,81,Basic,Tech,760,106,267,5649,254,49,0,14,6,21.240917166955825,3,1.8976255180018797,1
888,2022-02-06 23:00:00,2024-03-14 22:00:00,31,64,Basic,Education,470,40,25,6780,183,100,36,13,0,14.965271034190131,5,9.644892999655587,0
889,2022-02-07 00:00:00,2024-03-15 00:00:00,77,64,Enterprise,Healthcare,962,79,101,8870,150,118,23,15,0,13.005828868206862,6,2.904701183213257,1
890,2022-02-07 01:00:00,2024-03-15 02:00:00,30,2,Basic,Education,932,4,5,1798,37,152,34,4,3,21.719890330413506,3,9.235713728723766,1
891,2022-02-07 02:00:00,2024-03-15 04:00:00,51,76,Pro,Tech,162,14,207,7084,139,139,6,0,1,15.323057017272484,2,9.87942562956224,0
892,2022-02-07 03:00:00,2024-03-15 06:00:00,90,42,Pro,Finance,748,20,132,6137,100,114,37,3,2,16.77015622165284,5,1.9036414575494507,1
893,2022-02-07 04:00:00,2024-03-15 08:00:00,60,82,Enterprise,Education,80,57,136,5356,236,72,28,16,3,7.847030642571334,4,9.034725459568232,0
894,2022-02-07 05:00:00,2024-03-15 10:00:00,98,54,Basic,Tech,647,3,38,6651,84,192,0,5,1,12.5160345339477,5,6.768183463297284,0
895,2022-02-07 06:00:00,2024-03-15 12:00:00,67,75,Basic,Healthcare,421,68,91,378,33,55,29,3,1,18.645303856988825,4,8.36134062703634,1
896,2022-02-07 07:00:00,2024-03-15 14:00:00,52,16,Pro,Finance,725,6,36,1568,121,49,45,6,3,14.710822155935674,4,1.9818789084647124,1
897,2022-02-07 08:00:00,2024-03-15 16:00:00,65,18,Enterprise,Retail,552,34,263,9232,30,155,31,0,3,14.419471090787153,8,8.508357830982336,0
898,2022-02-07 09:00:00,2024-03-15 18:00:00,85,99,Pro,Tech,537,35,37,2418,34,2,9,9,1,9.59053940753505,6,6.634308868044838,0
899,2022-02-07 10:00:00,2024-03-15 20:00:00,30,59,Basic,Retail,383,14,290,4636,133,165,33,12,1,19.410862316105717,2,5.595568440851729,0
900,2022-02-07 11:00:00,2024-03-15 22:00:00,40,90,Pro,Finance,896,91,53,5447,208,63,10,8,3,13.161080667091749,3,6.040294121413004,1
901,2022-02-07 12:00:00,2024-03-16 00:00:00,5,16,Enterprise,Tech,1002,1,290,6039,140,53,47,13,2,16.174453379596756,8,7.700209137580167,0
902,2022-02-07 13:00:00,2024-03-16 02:00:00,12,6,Enterprise,Tech,985,119,86,1883,76,35,48,0,1,21.84913182949175,1,3.678730561342071,1
903,2022-02-07 14:00:00,2024-03-16 04:00:00,56,57,Enterprise,Finance,125,56,148,6730,75,171,36,8,2,23.6259432936532,6,9.491295178550025,0
904,2022-02-07 15:00:00,2024-03-16 06:00:00,83,47,Basic,Healthcare,135,4,284,3326,58,43,26,5,2,11.022279797858934,3,3.7687291465701325,1
905,2022-02-07 16:00:00,2024-03-16 08:00:00,51,48,Basic,Tech,707,70,96,9277,98,196,49,9,3,13.492681163256245,9,8.89372133196369,1
906,2022-02-07 17:00:00,2024-03-16 10:00:00,60,42,Pro,Finance,542,85,228,2919,125,118,47,10,1,17.921521875134893,1,1.1090034424569342,1
907,2022-02-07 18:00:00,2024-03-16 12:00:00,90,76,Enterprise,Education,885,112,221,4070,134,92,9,6,1,11.629309529087575,2,9.24832059157412,1
908,2022-02-07 19:00:00,2024-03-16 14:00:00,18,60,Basic,Retail,819,94,160,524,226,180,37,19,2,19.97943810292598,6,8.664200377632568,1
909,2022-02-07 20:00:00,2024-03-16 16:00:00,94,77,Basic,Tech,544,31,281,2205,200,140,21,11,4,18.297762728829916,4,2.1176238051244383,1
910,2022-02-07 21:00:00,2024-03-16 18:00:00,32,4,Pro,Education,927,71,12,2570,37,171,23,11,4,18.081195157159776,1,7.632306372838115,1
911,2022-02-07 22:00:00,2024-03-16 20:00:00,91,2,Basic,Tech,1037,40,40,5994,138,131,7,13,1,13.934197647268423,4,4.367035737921517,0
912,2022-02-07 23:00:00,2024-03-16 22:00:00,82,90,Basic,Healthcare,766,41,128,3894,208,69,5,9,3,15.404975530723345,2,5.3180044102808015,1
913,2022-02-08 00:00:00,2024-03-17 00:00:00,92,59,Pro,Finance,331,74,13,2991,194,178,3,15,2,17.560718167637322,9,1.61733915296562,1
914,2022-02-08 01:00:00,2024-03-17 02:00:00,6,27,Pro,Tech,675,64,44,9975,56,101,4,3,4,15.991457084854009,7,2.9131641285801613,1
915,2022-02-08 02:00:00,2024-03-17 04:00:00,30,27,Pro,Finance,1094,110,183,3247,87,197,5,13,5,7.4901489255771505,6,9.582814311247837,1
916,2022-02-08 03:00:00,2024-03-17 06:00:00,18,79,Basic,Tech,260,39,133,4151,95,10,46,1,2,21.78969656729393,9,4.7615543834980585,1
917,2022-02-08 04:00:00,2024-03-17 08:00:00,63,72,Pro,Healthcare,767,82,72,3751,196,181,31,1,2,15.741248454786616,8,1.234273122071762,1
918,2022-02-08 05:00:00,2024-03-17 10:00:00,60,7,Pro,Healthcare,1026,107,158,8001,192,109,37,10,3,15.095419141592274,2,5.635702982833487,1
919,2022-02-08 06:00:00,2024-03-17 12:00:00,11,63,Pro,Education,326,37,7,1274,144,189,19,10,3,21.127647956414336,3,9.952292202522093,0
920,2022-02-08 07:00:00,2024-03-17 14:00:00,7,46,Pro,Healthcare,484,41,269,3049,10,186,39,5,1,14.508105177291688,7,3.9953856420016987,1
921,2022-02-08 08:00:00,2024-03-17 16:00:00,27,63,Basic,Finance,971,119,8,8728,241,60,44,2,1,9.951240233678591,4,2.2709220660228167,1
922,2022-02-08 09:00:00,2024-03-17 18:00:00,22,12,Basic,Healthcare,269,36,266,6216,149,167,35,8,4,13.468870197840657,6,6.791980858565842,0
923,2022-02-08 10:00:00,2024-03-17 20:00:00,42,13,Basic,Tech,580,55,286,334,140,131,48,2,0,21.093622083825466,9,9.278419070940036,0
924,2022-02-08 11:00:00,2024-03-17 22:00:00,19,43,Basic,Healthcare,167,70,89,8012,13,154,13,0,1,10.206277501086843,7,8.732344880493505,1
925,2022-02-08 12:00:00,2024-03-18 00:00:00,68,17,Pro,Finance,483,102,39,4870,254,15,49,1,3,5.511699004593314,3,6.912887648591698,1
926,2022-02-08 13:00:00,2024-03-18 02:00:00,93,63,Enterprise,Tech,472,54,118,5228,81,6,46,14,3,12.107002667454118,6,2.657327100851394,1
927,2022-02-08 14:00:00,2024-03-18 04:00:00,32,81,Pro,Education,56,88,63,4956,210,10,18,10,1,17.265878720968978,7,8.05923878175178,0
928,2022-02-08 15:00:00,2024-03-18 06:00:00,78,36,Pro,Education,486,53,42,8259,220,199,10,7,3,20.867545482698784,1,8.408997591962327,0
929,2022-02-08 16:00:00,2024-03-18 08:00:00,43,85,Basic,Education,724,21,37,2574,59,63,38,15,2,16.0542165485023,7,8.645930024395188,0
930,2022-02-08 17:00:00,2024-03-18 10:00:00,61,8,Pro,Tech,739,26,207,326,128,179,0,16,2,13.171480059590765,5,4.6354717676138435,1
931,2022-02-08 18:00:00,2024-03-18 12:00:00,21,69,Basic,Education,878,104,206,6260,262,127,34,2,0,7.892166162228428,7,4.679730503234774,1
932,2022-02-08 19:00:00,2024-03-18 14:00:00,90,90,Basic,Healthcare,978,46,104,4901,268,5,18,7,1,12.344009675271423,7,2.3964139490075653,0
933,2022-02-08 20:00:00,2024-03-18 16:00:00,94,80,Basic,Tech,136,37,122,5457,29,119,32,6,2,5.506920054460485,6,7.954180873651794,0
934,2022-02-08 21:00:00,2024-03-18 18:00:00,48,36,Pro,Tech,473,111,247,7648,282,47,31,2,1,20.401804411692368,3,7.635036034786707,1
935,2022-02-08 22:00:00,2024-03-18 20:00:00,29,28,Enterprise,Tech,65,38,33,4095,68,68,35,6,2,9.643746170539742,9,1.8977474263821652,1
936,2022-02-08 23:00:00,2024-03-18 22:00:00,21,93,Basic,Retail,626,14,231,1510,207,120,23,4,1,11.09524254643804,5,1.1812079886175906,1
937,2022-02-09 00:00:00,2024-03-19 00:00:00,17,47,Basic,Finance,184,118,217,4864,272,5,42,0,0,8.67766662659557,9,9.565479334291453,1
938,2022-02-09 01:00:00,2024-03-19 02:00:00,88,76,Pro,Retail,825,65,191,1437,175,188,6,4,2,14.192806198850583,3,1.1554156798993147,1
939,2022-02-09 02:00:00,2024-03-19 04:00:00,29,30,Basic,Retail,301,60,117,5520,218,193,6,2,0,16.423003780088052,7,6.657387933070231,0
940,2022-02-09 03:00:00,2024-03-19 06:00:00,72,23,Enterprise,Retail,1010,59,165,217,160,84,45,17,2,20.458991317500107,5,5.082773563071054,0
941,2022-02-09 04:00:00,2024-03-19 08:00:00,14,16,Pro,Finance,151,7,23,1968,244,109,46,18,2,14.647919855402662,7,7.99672138748566,0
942,2022-02-09 05:00:00,2024-03-19 10:00:00,71,14,Enterprise,Retail,179,43,268,2197,253,180,4,9,2,11.417282616436005,8,1.789558640497721,1
943,2022-02-09 06:00:00,2024-03-19 12:00:00,22,74,Pro,Education,736,42,163,1913,189,27,13,3,3,19.833458112557736,8,7.141362355887105,0
944,2022-02-09 07:00:00,2024-03-19 14:00:00,90,71,Pro,Tech,1024,5,15,9879,261,108,44,12,1,16.732166271527788,5,6.53448296215989,0
945,2022-02-09 08:00:00,2024-03-19 16:00:00,38,52,Pro,Tech,182,83,12,8834,130,132,25,0,2,14.808537769610174,5,8.682347581940267,1
946,2022-02-09 09:00:00,2024-03-19 18:00:00,12,37,Pro,Healthcare,1070,26,157,2474,3,80,49,3,3,12.913401014292726,8,5.6669062074939305,0
947,2022-02-09 10:00:00,2024-03-19 20:00:00,44,29,Pro,Education,580,44,117,1626,43,100,0,8,3,10.396441256605142,6,7.554628735734548,1
948,2022-02-09 11:00:00,2024-03-19 22:00:00,87,67,Basic,Finance,874,22,152,7187,133,57,12,16,2,18.118418587609344,6,4.93824756161063,0
949,2022-02-09 12:00:00,2024-03-20 00:00:00,46,15,Pro,Tech,309,111,42,9561,178,23,22,10,2,14.717012859037698,2,9.855806770571457,1
950,2022-02-09 13:00:00,2024-03-20 02:00:00,45,47,Pro,Retail,451,103,139,8893,266,158,19,6,2,7.3635752744733125,7,6.034699598397406,0
951,2022-02-09 14:00:00,2024-03-20 04:00:00,10,46,Enterprise,Healthcare,1022,80,239,3714,24,168,6,6,4,13.776412686539095,7,7.78185255001227,1
952,2022-02-09 15:00:00,2024-03-20 06:00:00,56,52,Pro,Healthcare,833,12,259,2249,22,67,5,12,4,19.624679957048173,6,1.8364163142305443,1
953,2022-02-09 16:00:00,2024-03-20 08:00:00,30,19,Pro,Tech,384,67,78,3401,3,106,8,18,3,26.316022735769806,2,5.164803343131276,1
954,2022-02-09 17:00:00,2024-03-20 10:00:00,68,77,Basic,Education,407,83,280,8679,158,173,27,16,1,13.706878232419822,5,1.579939073320827,1
955,2022-02-09 18:00:00,2024-03-20 12:00:00,63,21,Pro,Healthcare,109,105,213,3780,4,9,9,17,1,18.886718169275717,6,2.095398798378359,1
956,2022-02-09 19:00:00,2024-03-20 14:00:00,60,64,Pro,Tech,1017,63,271,9894,107,164,34,12,1,12.996580495765414,4,5.555218425787652,1
957,2022-02-09 20:00:00,2024-03-20 16:00:00,63,37,Enterprise,Education,262,24,148,3382,296,148,6,16,0,15.527112574183043,6,4.170743446268126,0
958,2022-02-09 21:00:00,2024-03-20 18:00:00,74,27,Enterprise,Tech,183,85,46,2796,272,20,24,17,3,16.619694183220645,5,5.138407150427098,1
959,2022-02-09 22:00:00,2024-03-20 20:00:00,37,55,Basic,Tech,936,51,228,4251,232,123,29,19,1,22.04289184796866,9,5.465297688904252,0
960,2022-02-09 23:00:00,2024-03-20 22:00:00,57,29,Enterprise,Education,1084,47,56,1405,238,112,42,1,1,20.61952416591481,6,2.437751832296968,1
961,2022-02-10 00:00:00,2024-03-21 00:00:00,26,20,Basic,Education,400,60,141,816,72,96,25,18,4,18.101730542931538,1,4.292482758402265,0
962,2022-02-10 01:00:00,2024-03-21 02:00:00,25,25,Basic,Education,352,16,199,5945,88,137,43,14,1,10.914107047381094,1,8.745377663324241,0
963,2022-02-10 02:00:00,2024-03-21 04:00:00,74,70,Pro,Tech,361,39,99,5858,16,81,11,8,5,17.506520358728675,2,8.709498809197758,0
964,2022-02-10 03:00:00,2024-03-21 06:00:00,74,63,Basic,Healthcare,272,74,262,3755,91,96,12,13,2,22.54553487880969,2,5.415552881023695,1
965,2022-02-10 04:00:00,2024-03-21 08:00:00,8,36,Pro,Finance,459,88,29,6459,20,92,39,18,1,17.819821445691467,4,7.74231459816407,0
966,2022-02-10 05:00:00,2024-03-21 10:00:00,98,2,Basic,Finance,838,68,236,8605,212,94,3,7,2,18.495412630445546,2,7.781974431564304,1
967,2022-02-10 06:00:00,2024-03-21 12:00:00,79,22,Basic,Tech,405,84,98,2380,84,23,0,11,6,15.734733770678222,8,1.3969608438497587,1
968,2022-02-10 07:00:00,2024-03-21 14:00:00,66,96,Pro,Tech,110,25,225,2722,126,123,5,16,1,13.433129991846323,8,6.498020861382698,0
969,2022-02-10 08:00:00,2024-03-21 16:00:00,66,16,Pro,Healthcare,449,79,207,9179,51,139,1,11,4,17.689721858128543,2,8.240739094447566,1
970,2022-02-10 09:00:00,2024-03-21 18:00:00,98,18,Enterprise,Education,496,55,85,4442,18,147,45,14,0,13.972410170904865,9,6.345740818595983,1
971,2022-02-10 10:00:00,2024-03-21 20:00:00,99,69,Pro,Tech,858,39,209,2589,117,197,26,4,4,7.1610239833430835,9,5.873975162493052,0
972,2022-02-10 11:00:00,2024-03-21 22:00:00,28,54,Pro,Retail,833,84,81,2022,124,135,17,1,2,21.773345363403024,9,5.780941405929279,1
973,2022-02-10 12:00:00,2024-03-22 00:00:00,59,30,Basic,Education,1007,111,42,6378,28,77,41,19,2,18.34713556732388,9,5.571542650354806,1
974,2022-02-10 13:00:00,2024-03-22 02:00:00,13,45,Basic,Tech,33,95,199,8215,141,132,28,17,2,5.170556447136105,7,8.004773601570012,1
975,2022-02-10 14:00:00,2024-03-22 04:00:00,7,19,Basic,Retail,632,67,46,8149,6,53,32,2,2,2.7121073651941767,9,6.781890460688762,1
976,2022-02-10 15:00:00,2024-03-22 06:00:00,35,87,Pro,Healthcare,349,101,186,4129,157,35,2,4,3,14.042635332482531,8,2.939525764416291,1
977,2022-02-10 16:00:00,2024-03-22 08:00:00,44,34,Pro,Retail,530,116,249,3163,106,111,19,1,0,18.061675188369122,8,4.900134125693649,1
978,2022-02-10 17:00:00,2024-03-22 10:00:00,40,13,Pro,Tech,600,7,199,8452,119,165,3,8,3,11.989196074289875,7,5.757627253685151,1
979,2022-02-10 18:00:00,2024-03-22 12:00:00,28,43,Pro,Finance,214,72,82,9775,137,130,17,4,1,10.513950722171302,2,4.770557715595807,1
980,2022-02-10 19:00:00,2024-03-22 14:00:00,99,62,Pro,Tech,585,44,129,3992,29,163,7,16,2,14.25525122924731,2,3.138233575476435,1
981,2022-02-10 20:00:00,2024-03-22 16:00:00,10,93,Basic,Finance,922,16,145,1837,166,21,21,19,0,14.255664907092351,8,2.122666441012584,1
982,2022-02-10 21:00:00,2024-03-22 18:00:00,70,22,Basic,Healthcare,84,40,31,4320,65,7,40,14,2,13.82161931238001,2,2.055810931423375,1
983,2022-02-10 22:00:00,2024-03-22 20:00:00,88,52,Enterprise,Healthcare,892,76,285,7180,56,188,21,12,2,9.231952080764726,2,3.666591130332173,1
984,2022-02-10 23:00:00,2024-03-22 22:00:00,96,52,Pro,Education,106,8,297,9662,286,125,18,8,2,15.855805721184957,7,4.623896377297432,0
985,2022-02-11 00:00:00,2024-03-23 00:00:00,79,36,Enterprise,Education,325,69,246,3495,96,77,27,1,1,15.044809877324807,7,7.145898796681662,1
986,2022-02-11 01:00:00,2024-03-23 02:00:00,8,73,Basic,Finance,775,90,240,2554,215,6,1,1,1,7.5023952986402165,1,9.864252543485364,1
987,2022-02-11 02:00:00,2024-03-23 04:00:00,83,19,Enterprise,Finance,929,105,207,5057,231,67,8,10,3,17.38566666996183,7,9.07620342773137,1
988,2022-02-11 03:00:00,2024-03-23 06:00:00,10,38,Basic,Healthcare,72,100,146,2387,58,61,34,2,2,13.119528992721673,5,8.323280033847588,1
989,2022-02-11 04:00:00,2024-03-23 08:00:00,98,70,Basic,Retail,256,102,98,9528,184,146,21,2,1,11.027631093956012,5,8.323624633001984,1
990,2022-02-11 05:00:00,2024-03-23 10:00:00,55,79,Enterprise,Finance,200,106,156,8250,282,106,25,9,1,15.863278828475057,2,6.36458470333133,1
991,2022-02-11 06:00:00,2024-03-23 12:00:00,66,57,Basic,Finance,992,23,257,6392,271,174,33,1,1,13.443493159526167,6,3.274837108144324,1
992,2022-02-11 07:00:00,2024-03-23 14:00:00,61,20,Pro,Retail,791,72,71,9498,209,23,6,0,4,13.161179456335125,4,5.2474618843145056,1
993,2022-02-11 08:00:00,2024-03-23 16:00:00,70,9,Basic,Education,879,105,180,8796,163,133,29,5,1,10.905180305743636,7,2.282986116511512,1
994,2022-02-11 09:00:00,2024-03-23 18:00:00,83,32,Pro,Education,336,10,107,9695,89,135,48,5,2,16.348787714997748,2,6.097875415961209,0
